,Genero,Peso,Altura
3847,Hombre,67.19800000000001,162.428
807,Hombre,72.098,166.655
3556,Hombre,83.11,169.59099999999995
1007,Hombre,91.162,186.408
1707,Hombre,81.587,164.916
6537,Mujer,61.004,155.66
8175,Mujer,49.897,156.012
6157,Mujer,50.583,153.58700000000005
2425,Hombre,90.211,176.56099999999995
9890,Mujer,63.994,163.767
3751,Hombre,69.143,162.409
2419,Hombre,82.021,175.408
9853,Mujer,62.257,167.155
7797,Mujer,74.944,172.03400000000005
7398,Mujer,58.261,158.372
2469,Hombre,62.2,159.635
2363,Hombre,80.357,169.882
4897,Hombre,88.98899999999998,178.09900000000005
8655,Mujer,76.181,176.011
6233,Mujer,77.73899999999998,175.593
3619,Hombre,95.901,181.765
1214,Hombre,74.48,168.78099999999995
8348,Mujer,68.874,162.241
4492,Hombre,78.711,169.78
6547,Mujer,54.553,156.53799999999995
1673,Hombre,76.69800000000002,170.3
8572,Mujer,63.19,162.39700000000005
9059,Mujer,75.71,176.453
9833,Mujer,62.367,157.24
8504,Mujer,57.727,156.127
4261,Hombre,90.365,184.221
2574,Hombre,100.582,185.41
2320,Hombre,84.23899999999998,177.94400000000005
4287,Hombre,82.32700000000001,168.459
1206,Hombre,70.619,163.569
5751,Mujer,62.04,161.78
7160,Mujer,68.711,164.438
9964,Mujer,54.381,158.80100000000004
7283,Mujer,62.96100000000001,159.41299999999995
2855,Hombre,86.01299999999998,179.465
577,Hombre,101.482,187.18
7635,Mujer,74.368,165.66299999999995
1366,Hombre,88.397,173.196
3475,Hombre,90.245,183.517
5662,Mujer,85.432,174.364
4136,Hombre,74.715,170.737
1676,Hombre,78.528,169.16
3254,Hombre,82.602,177.09
2414,Hombre,82.305,174.183
1405,Hombre,97.85,176.891
2064,Hombre,84.414,168.83599999999996
953,Hombre,92.02,170.41400000000004
8004,Mujer,49.67100000000001,148.535
1907,Hombre,93.517,182.896
2436,Hombre,93.891,185.132
6393,Mujer,70.824,169.692
7391,Mujer,62.244,160.713
7798,Mujer,64.21300000000001,157.918
4479,Hombre,73.322,170.234
7372,Mujer,49.342,150.58100000000005
8751,Mujer,62.517,163.31
8899,Mujer,56.133,156.011
3600,Hombre,69.402,161.313
3718,Hombre,98.509,186.99400000000003
1737,Hombre,92.52,183.131
9924,Mujer,56.15600000000001,159.701
6896,Mujer,61.511,167.773
5110,Mujer,52.147,153.071
8279,Mujer,59.17100000000001,163.023
7486,Mujer,71.541,169.985
6235,Mujer,43.057,147.93
7428,Mujer,63.894,165.375
8325,Mujer,60.045,163.789
415,Hombre,87.863,176.34400000000005
2920,Hombre,87.81700000000002,178.00599999999997
2217,Hombre,74.893,161.38299999999995
662,Hombre,78.495,175.864
7335,Mujer,63.644,163.286
3240,Hombre,80.579,168.77599999999995
1016,Hombre,75.946,171.982
9374,Mujer,65.071,163.618
6670,Mujer,40.329,144.048
3316,Hombre,86.145,174.22
639,Hombre,94.228,187.414
7222,Mujer,60.694,159.745
4789,Hombre,77.009,171.639
4231,Hombre,88.484,173.243
8227,Mujer,72.707,167.99200000000005
1616,Hombre,84.279,178.607
2576,Hombre,94.826,178.054
663,Hombre,74.553,166.891
5887,Mujer,66.188,171.34
8009,Mujer,57.16,159.856
4138,Hombre,96.886,186.28
4164,Hombre,93.218,191.398
8798,Mujer,56.232,160.755
7671,Mujer,62.793,165.893
3504,Hombre,82.109,179.851
7129,Mujer,48.809,148.984
2339,Hombre,101.909,186.469
844,Hombre,91.426,180.672
29,Hombre,69.527,173.25
387,Hombre,88.891,178.84099999999995
3184,Hombre,83.65100000000002,175.55200000000005
1005,Hombre,92.197,183.548
4405,Hombre,71.09899999999998,169.734
1102,Hombre,88.335,184.397
8324,Mujer,60.371,162.094
6769,Mujer,75.084,171.215
3131,Hombre,81.42,168.238
4296,Hombre,102.293,186.33
725,Hombre,86.80799999999998,179.115
3509,Hombre,99.006,180.17
8460,Mujer,62.659,165.05
9670,Mujer,52.051,156.41
1157,Hombre,76.809,171.615
3738,Hombre,95.18,181.647
1686,Hombre,87.876,183.402
7532,Mujer,44.879,150.30200000000005
5264,Mujer,57.677,154.109
7742,Mujer,57.666,161.243
8571,Mujer,63.493,163.05
570,Hombre,88.088,179.435
4297,Hombre,108.848,194.804
9653,Mujer,68.85,170.47
2089,Hombre,92.72,183.84
4890,Hombre,76.02199999999998,167.636
9549,Mujer,69.315,166.987
4071,Hombre,78.014,172.077
9585,Mujer,59.69300000000001,166.894
9985,Mujer,76.917,172.36
1457,Hombre,96.991,182.423
425,Hombre,93.616,185.443
6880,Mujer,73.99600000000002,174.06
1410,Hombre,97.308,186.041
2533,Hombre,82.25,174.725
603,Hombre,84.42399999999998,170.315
4154,Hombre,86.59299999999998,170.736
1573,Hombre,97.662,185.53
2280,Hombre,94.977,185.793
7170,Mujer,57.506,162.27700000000004
6552,Mujer,50.252,157.659
8040,Mujer,66.637,171.628
8893,Mujer,73.533,171.554
3676,Hombre,90.143,178.07299999999995
6981,Mujer,60.476000000000006,161.096
6373,Mujer,51.89,157.361
5766,Mujer,52.507,156.62
9563,Mujer,64.183,161.81
2331,Hombre,85.68299999999998,172.268
4270,Hombre,73.518,163.817
6806,Mujer,71.046,168.56599999999997
3339,Hombre,77.679,167.991
6058,Mujer,63.402,163.435
3571,Hombre,90.353,173.63299999999995
4474,Hombre,92.978,184.729
1227,Hombre,90.509,175.00599999999997
6654,Mujer,74.767,175.40400000000002
4478,Hombre,73.126,166.327
5574,Mujer,64.476,160.645
7897,Mujer,69.27,167.929
9202,Mujer,61.367,166.27900000000002
8263,Mujer,53.732,157.634
3218,Hombre,89.975,182.566
8912,Mujer,51.354,160.39
4463,Hombre,76.767,161.434
9983,Mujer,59.659,166.609
2973,Hombre,83.715,171.597
2411,Hombre,84.037,178.632
7295,Mujer,56.50100000000001,156.855
8783,Mujer,59.131,158.616
3812,Hombre,71.733,171.15400000000002
6671,Mujer,70.592,162.138
8278,Mujer,80.337,177.39700000000005
9667,Mujer,47.36,152.53
7472,Mujer,58.973,152.445
409,Hombre,63.034,157.066
9072,Mujer,68.23,169.55900000000003
8478,Mujer,49.995,151.388
1983,Hombre,82.088,177.762
3281,Hombre,80.947,176.479
6560,Mujer,58.739,167.359
5591,Mujer,57.317,159.036
2817,Hombre,78.672,170.908
4878,Hombre,85.215,172.768
6355,Mujer,75.113,174.06900000000005
7998,Mujer,60.483,156.957
8261,Mujer,60.526,162.466
6234,Mujer,61.252,169.59099999999995
1702,Hombre,78.893,168.69400000000005
4001,Hombre,91.312,183.697
5530,Mujer,59.874,157.166
4408,Hombre,81.13,171.66
8517,Mujer,52.785,162.125
4660,Hombre,99.964,185.042
1809,Hombre,76.87899999999998,173.865
4866,Hombre,86.985,177.41299999999995
734,Hombre,86.571,174.332
9591,Mujer,73.042,171.308
1382,Hombre,81.99600000000002,168.62099999999995
7721,Mujer,75.717,166.21
8293,Mujer,44.585,145.154
2712,Hombre,91.347,182.888
5572,Mujer,59.258,159.597
5291,Mujer,57.703,161.092
9234,Mujer,61.578,161.45600000000005
2158,Hombre,82.488,174.457
9455,Mujer,58.627,160.708
5853,Mujer,62.728,162.296
2099,Hombre,101.034,185.694
6092,Mujer,73.982,175.30900000000003
1729,Hombre,91.871,182.688
8420,Mujer,53.93,160.42
8112,Mujer,54.528,155.695
2930,Hombre,97.911,183.069
665,Hombre,84.521,166.674
8523,Mujer,67.041,164.692
2344,Hombre,87.045,179.859
3296,Hombre,69.955,164.983
6722,Mujer,58.893,159.205
3306,Hombre,87.905,180.583
4389,Hombre,91.533,175.067
2263,Hombre,96.463,178.785
2833,Hombre,62.968,164.84
7191,Mujer,60.284,165.112
3402,Hombre,89.478,172.53400000000005
690,Hombre,70.419,169.773
5528,Mujer,58.143,166.02
9521,Mujer,64.656,158.644
7414,Mujer,56.941,146.341
7921,Mujer,88.15299999999998,178.695
192,Hombre,92.256,177.063
5134,Mujer,63.733,160.143
6219,Mujer,61.767,160.297
6592,Mujer,70.152,169.87
2517,Hombre,74.148,163.016
1369,Hombre,79.733,170.655
1035,Hombre,93.512,181.746
8413,Mujer,52.249,155.468
3003,Hombre,91.215,175.81400000000005
9765,Mujer,51.099,155.19299999999996
1422,Hombre,100.83,182.539
3554,Hombre,90.477,182.136
9941,Mujer,55.606,157.039
9125,Mujer,66.32,167.484
646,Hombre,86.83200000000002,180.58900000000003
8868,Mujer,62.508,160.283
3194,Hombre,86.329,180.656
8964,Mujer,67.024,164.428
4765,Hombre,83.536,175.947
7399,Mujer,60.323,157.428
7458,Mujer,48.56,155.929
6291,Mujer,46.726000000000006,145.618
955,Hombre,74.098,166.695
2829,Hombre,83.23700000000002,179.218
4985,Hombre,62.988,165.143
1818,Hombre,89.36200000000002,178.218
7412,Mujer,61.265,159.753
3145,Hombre,78.782,171.851
5340,Mujer,49.464,154.037
5406,Mujer,71.46300000000002,175.821
8806,Mujer,68.044,166.146
7177,Mujer,57.31100000000001,160.908
9052,Mujer,59.088,160.501
7473,Mujer,59.351000000000006,160.658
8115,Mujer,64.03399999999999,155.14600000000004
7869,Mujer,67.50399999999999,164.985
9476,Mujer,57.731,159.996
5706,Mujer,54.642,152.338
7186,Mujer,57.047,160.688
722,Hombre,92.466,181.051
4172,Hombre,73.676,174.305
1701,Hombre,94.259,188.621
4888,Hombre,93.023,182.285
6091,Mujer,65.273,165.45
940,Hombre,82.59100000000002,164.315
2266,Hombre,90.429,180.388
8780,Mujer,56.003,157.963
8536,Mujer,61.197,158.769
8563,Mujer,50.934,158.881
7659,Mujer,50.71,154.375
5167,Mujer,72.069,171.15599999999995
4721,Hombre,109.024,190.891
136,Hombre,77.913,172.63
210,Hombre,78.46600000000002,173.843
9407,Mujer,65.992,166.72400000000005
3762,Hombre,94.136,180.668
971,Hombre,86.809,181.741
3627,Hombre,76.691,172.428
7727,Mujer,58.666,159.974
6301,Mujer,51.252,154.05200000000005
8598,Mujer,55.119,157.64
8539,Mujer,73.514,168.386
3874,Hombre,76.749,175.153
3060,Hombre,87.954,173.33599999999996
286,Hombre,78.321,179.38299999999995
4706,Hombre,78.876,173.856
8218,Mujer,62.214,158.257
349,Hombre,85.477,174.952
4659,Hombre,88.38,174.979
4442,Hombre,74.652,169.873
5802,Mujer,61.14100000000001,163.161
8952,Mujer,50.922,148.938
994,Hombre,115.459,197.799
7127,Mujer,52.445,147.049
8181,Mujer,41.483,149.518
808,Hombre,87.15100000000002,178.93900000000005
7187,Mujer,66.87899999999999,168.142
914,Hombre,83.984,169.354
9130,Mujer,67.34100000000001,159.817
3894,Hombre,75.547,164.174
684,Hombre,87.719,172.81900000000005
5653,Mujer,50.732,156.619
7095,Mujer,79.369,174.375
6488,Mujer,51.851000000000006,150.753
5833,Mujer,61.149,159.874
71,Hombre,94.48,178.9
4855,Hombre,82.56200000000003,178.257
1406,Hombre,75.605,168.56400000000005
5954,Mujer,61.62600000000001,156.764
1060,Hombre,66.627,167.533
8502,Mujer,53.54600000000001,151.457
7104,Mujer,54.118,153.63299999999995
9664,Mujer,69.387,162.483
8789,Mujer,68.64699999999999,163.719
8926,Mujer,62.022,163.023
1362,Hombre,76.226,170.804
3588,Hombre,95.38,185.403
1022,Hombre,84.85,178.46200000000005
2924,Hombre,84.39,177.615
9263,Mujer,65.752,160.72
4945,Hombre,83.704,170.641
9105,Mujer,67.88600000000001,165.5
9230,Mujer,55.482,155.63299999999995
59,Hombre,95.206,177.093
9870,Mujer,50.935,150.166
2539,Hombre,78.362,178.977
9573,Mujer,71.862,168.269
1734,Hombre,78.45,166.507
4423,Hombre,83.38799999999998,176.071
4857,Hombre,83.191,171.395
1790,Hombre,80.482,171.824
7,Hombre,75.88600000000002,172.62400000000005
7408,Mujer,79.992,176.858
6492,Mujer,46.226000000000006,158.645
7542,Mujer,66.429,165.176
7046,Mujer,72.154,171.065
249,Hombre,93.922,180.68400000000003
459,Hombre,97.341,186.472
5220,Mujer,80.36399999999998,173.049
6597,Mujer,74.244,176.447
5193,Mujer,71.42699999999998,168.18
3170,Hombre,93.279,181.825
9107,Mujer,71.22,164.042
3158,Hombre,87.921,171.18099999999995
9823,Mujer,58.983,161.048
5372,Mujer,72.957,172.06599999999997
2409,Hombre,88.39200000000002,173.33599999999996
6185,Mujer,58.882,152.72
3691,Hombre,90.454,176.06400000000005
2591,Hombre,85.089,177.02
4306,Hombre,83.426,180.067
9323,Mujer,58.786,156.911
3212,Hombre,85.275,175.865
9222,Mujer,53.609,165.977
1795,Hombre,76.539,171.10299999999995
3716,Hombre,82.555,177.765
2752,Hombre,94.924,177.613
5890,Mujer,53.63800000000001,161.30100000000004
4756,Hombre,74.308,165.12599999999995
8338,Mujer,63.981,159.458
9172,Mujer,59.154,163.015
6423,Mujer,62.96,160.401
7615,Mujer,65.976,165.312
6193,Mujer,63.117,163.597
5745,Mujer,63.234,161.342
7128,Mujer,44.014,146.639
2264,Hombre,83.229,174.843
7667,Mujer,63.933,162.086
986,Hombre,84.803,177.076
8183,Mujer,48.438,159.42600000000004
8989,Mujer,65.584,162.08
2504,Hombre,77.167,172.873
9706,Mujer,47.157,153.623
1209,Hombre,70.748,166.14700000000005
4188,Hombre,71.161,167.208
343,Hombre,85.042,180.88
2362,Hombre,77.972,169.676
7377,Mujer,57.44,153.731
4476,Hombre,88.44200000000002,176.805
284,Hombre,72.85600000000002,169.47799999999995
9121,Mujer,55.523,153.141
4544,Hombre,90.567,175.832
2063,Hombre,88.18,171.793
8220,Mujer,67.95,169.86700000000005
3999,Hombre,91.962,182.765
8273,Mujer,58.93899999999999,166.722
2655,Hombre,83.361,168.919
6994,Mujer,54.996,159.009
6579,Mujer,62.205,159.267
2439,Hombre,89.87100000000002,174.736
1533,Hombre,103.757,191.64
3345,Hombre,89.431,179.90400000000002
3973,Hombre,81.718,176.65900000000005
708,Hombre,76.295,157.923
1454,Hombre,82.294,169.59400000000005
4433,Hombre,75.407,172.229
3795,Hombre,81.732,175.697
2000,Hombre,84.94200000000002,175.15200000000004
1462,Hombre,96.354,183.952
8448,Mujer,48.451,149.459
3275,Hombre,92.225,184.026
9227,Mujer,61.12,160.334
4538,Hombre,80.655,166.592
964,Hombre,99.578,186.849
8720,Mujer,71.368,167.976
5935,Mujer,54.631,154.683
9636,Mujer,73.152,166.37
8246,Mujer,46.191,153.36
4584,Hombre,70.314,168.92
2017,Hombre,72.243,170.269
8472,Mujer,58.264,160.594
6125,Mujer,66.796,166.05200000000005
9553,Mujer,64.86399999999999,166.938
5047,Mujer,62.019,163.982
8417,Mujer,68.65,170.03799999999995
7050,Mujer,56.524,160.59
5665,Mujer,77.587,172.69099999999997
7597,Mujer,56.014,152.761
2682,Hombre,95.178,182.664
8500,Mujer,56.15,156.54
4068,Hombre,79.48100000000002,167.484
9357,Mujer,45.236,152.785
2671,Hombre,76.85300000000002,168.4
2572,Hombre,99.361,185.69
398,Hombre,86.898,170.123
7519,Mujer,41.662,145.341
2406,Hombre,71.204,170.476
1590,Hombre,93.301,178.968
1888,Hombre,77.34,174.43200000000004
9264,Mujer,59.691,166.21599999999995
7700,Mujer,74.708,170.377
1594,Hombre,89.681,178.815
1951,Hombre,73.637,169.484
9440,Mujer,67.292,172.794
8453,Mujer,63.359,166.773
392,Hombre,95.239,176.15400000000002
6511,Mujer,58.81,155.33
4488,Hombre,63.937,169.298
2459,Hombre,90.852,178.52
9728,Mujer,52.478,157.00799999999995
3956,Hombre,92.226,182.798
3134,Hombre,85.66,177.873
2701,Hombre,81.649,176.738
9507,Mujer,48.154,145.635
5279,Mujer,45.399,149.256
1493,Hombre,95.87,187.051
6353,Mujer,58.58,159.887
4529,Hombre,87.561,181.291
6770,Mujer,53.46,160.95
135,Hombre,94.842,180.298
8694,Mujer,56.32100000000001,155.812
7306,Mujer,60.727,162.404
2129,Hombre,86.863,178.234
8268,Mujer,55.034,154.959
2917,Hombre,75.501,162.251
5135,Mujer,59.231,160.252
5117,Mujer,60.051,158.158
4692,Hombre,104.53,187.253
7898,Mujer,67.373,170.217
1974,Hombre,89.935,180.115
6191,Mujer,66.29899999999999,161.55700000000004
1779,Hombre,85.63600000000002,172.741
4980,Hombre,70.127,152.983
7438,Mujer,52.244,154.635
7836,Mujer,62.378,160.806
2221,Hombre,75.293,163.658
6535,Mujer,62.728,158.209
9655,Mujer,68.803,169.83700000000005
235,Hombre,90.108,178.892
6097,Mujer,56.415,156.511
6062,Mujer,57.598,159.447
5027,Mujer,61.6,159.484
3601,Hombre,81.178,168.31900000000005
5695,Mujer,61.146,159.132
9193,Mujer,56.898,153.054
4384,Hombre,82.053,180.476
453,Hombre,86.682,173.493
1375,Hombre,73.333,161.366
1149,Hombre,90.03200000000002,172.863
8772,Mujer,55.00100000000001,161.194
7382,Mujer,52.371,158.355
8552,Mujer,70.42399999999998,166.37099999999995
9251,Mujer,64.957,164.43
